Date/Time(UTC), Geomagnetic Activity
1547867492,51.928
1547867507,51.899
1547867522,51.899
1547867537,51.951
1547867552,51.951
1547867567,51.951
1547867582,51.963
1547867597,51.963
1547867612,51.963
1547867627,51.946
1547867643,52.075
1547867658,52.133
1547867673,52.186
1547867688,52.196
1547867703,52.196
1547867718,52.119
1547867733,52.114
1547867748,52.119
1547867763,52.136
1547867778,52.136
1547867793,52.136
1547867808,52.187
1547867823,52.217
1547867839,52.297
1547867854,52.333
1547867869,52.333
1547867884,52.401
1547867899,52.401
1547867914,52.401
1547867929,52.346
1547867944,52.487
1547867959,52.593
1547867974,52.604
1547867989,52.604
1547868004,52.535
1547868019,52.514
1547868035,52.535
1547868050,52.581
1547868065,52.581
1547868080,52.682
1547868095,52.671
1547868110,52.682
1547868125,52.779
1547868140,52.808
1547868155,52.808
1547868170,52.849
1547868185,52.936
1547868200,52.936
1547868215,52.936
1547868231,53.003
1547868246,53.003
1547868261,53.003
1547868276,53.007
1547868291,53.057
1547868306,53.007
1547868321,52.987
1547868336,52.987
1547868351,53.149
1547868366,53.149
1547868381,53.150
1547868396,53.179
1547868411,53.179
1547868427,53.179
1547868442,53.211
1547868457,53.231
1547868472,53.211
1547868487,53.210
1547868502,53.210
1547868517,53.407
1547868532,53.407
1547868547,53.426
1547868562,53.276
1547868577,53.436
1547868592,53.290
1547868608,53.383
1547868623,53.383
1547868638,53.463
1547868653,53.497
1547868668,53.497
1547868683,53.497
1547868698,53.526
1547868713,53.443
1547868728,53.526
1547868743,53.529
1547868758,53.529
1547868773,53.529
1547868788,53.435
1547868804,53.515
1547868819,53.456
1547868834,53.506
1547868849,53.506
1547868864,53.546
1547868879,53.596
1547868894,53.681
1547868909,53.599
1547868924,53.740
1547868939,53.599
1547868954,53.603
1547868969,53.603
1547868984,53.754
1547869000,53.754
1547869015,53.754
1547869030,53.768
1547869045,53.768
1547869060,53.846
1547869075,53.860
1547869090,54.092
1547869105,54.092
1547869120,53.993
1547869135,53.706
1547869150,53.706
1547869165,53.826
1547869181,53.875
1547869196,53.875
1547869211,53.901
1547869226,53.901
1547869241,54.024
1547869256,53.888
1547869271,53.957
1547869286,53.957
1547869301,53.957
1547869316,54.108
1547869331,54.108
1547869346,54.131
1547869361,54.131
1547869377,54.111
1547869392,54.111
1547869407,54.124
1547869422,54.233
1547869437,54.233
1547869452,54.186
1547869467,54.186
1547869482,54.174
1547869497,54.206
1547869512,54.269
1547869527,54.269
1547869542,54.269
1547869557,54.368
1547869573,54.368
1547869588,54.268
1547869603,54.268
1547869618,54.431
1547869633,54.454
1547869648,54.526
1547869663,54.526
1547869678,54.499
1547869693,54.499
1547869708,54.467
1547869723,54.467
1547869738,54.467
1547869754,54.543
1547869769,54.543
1547869784,54.403
1547869799,54.403
1547869814,54.557
1547869829,54.557
1547869844,54.557
1547869859,54.675
1547869874,54.775
1547869889,54.775
1547869904,54.782
1547869919,54.864
1547869934,54.869
1547869950,54.869
1547869965,54.869
1547869980,54.886
1547869995,54.842
1547870010,54.912
1547870025,54.924
1547870040,54.931
1547870055,54.924
1547870070,55.090
1547870085,54.940
1547870100,55.122
1547870115,55.026
1547870131,55.026
1547870146,55.021
1547870161,55.010
1547870176,55.021
1547870191,55.175
1547870206,55.189
1547870221,55.175
1547870236,55.197
1547870251,55.100
1547870266,55.144
1547870281,55.144
1547870296,55.144
1547870311,55.153
1547870327,55.153
1547870342,55.289
1547870357,55.328
1547870372,55.419
1547870387,55.367
1547870402,55.367
1547870417,55.311
1547870432,55.264
1547870447,55.281
1547870462,55.242
1547870477,55.242
1547870492,55.242
1547870507,55.158
1547870523,55.149
1547870538,55.149
1547870553,55.346
1547870568,55.346
1547870583,55.403
1547870598,55.403
1547870613,55.403
1547870628,55.403
1547870643,55.332
1547870658,55.332
1547870673,55.444
1547870688,55.532
1547870704,55.532
1547870719,55.378
1547870734,55.378
1547870749,55.567
1547870764,55.567
1547870779,55.519
1547870794,55.349
1547870809,55.349
1547870824,55.472
1547870839,55.675
1547870854,55.675
1547870869,55.543
1547870884,55.543
1547870900,55.571
1547870915,55.574
1547870930,55.624
1547870945,55.686
1547870960,55.686
1547870975,55.790
1547870990,55.647
1547871005,55.574
1547871020,55.561
1547871035,55.540
1547871050,55.561
1547871065,55.518
1547871080,55.617
1547871096,55.664
1547871111,55.679
1547871126,55.679
1547871141,55.679
1547871156,55.686
1547871171,55.686
1547871186,55.686
1547871201,55.585
1547871216,55.585
1547871231,55.532
1547871246,55.568
1547871261,55.532
1547871277,55.568
1547871292,55.489
1547871307,55.624
1547871322,55.656
1547871337,55.675
1547871352,55.656
1547871367,55.653
1547871382,55.653
1547871397,55.764
1547871412,55.764
1547871427,55.786
1547871442,55.665
1547871457,55.740
1547871473,55.721
1547871488,55.740
1547871503,55.721
1547871518,55.744
1547871533,55.744
1547871548,55.744
1547871563,55.750
1547871578,55.896
1547871593,55.924
1547871608,55.954
1547871623,56.032
1547871638,56.032
1547871653,56.032
1547871668,56.108
1547871684,56.108
1547871699,56.108
1547871714,56.056
1547871729,56.106
1547871744,56.056
1547871759,56.106
1547871774,56.096
1547871789,56.165
1547871804,56.165
1547871819,56.179
1547871834,56.193
1547871849,56.193
1547871865,56.268
1547871880,56.287
1547871895,56.293
1547871910,56.374
1547871925,56.374
1547871940,56.282
1547871955,56.282
1547871970,56.250
1547871985,56.117
1547872000,56.250
1547872015,56.293
1547872030,56.293
1547872045,56.243
1547872061,56.243
1547872076,56.449
1547872091,56.449
1547872106,56.449
1547872121,56.150
1547872136,56.450
1547872151,56.493
1547872166,56.493
1547872181,56.404
1547872196,56.404
1547872211,56.404
1547872226,56.418
1547872241,56.403
1547872257,56.418
1547872272,56.486
1547872287,56.486
1547872302,56.446
1547872317,56.331
1547872332,56.331
1547872347,56.640
1547872362,56.640
1547872377,56.619
1547872392,56.619
1547872407,56.672
1547872422,56.672
1547872438,56.669
1547872453,56.567
1547872468,56.567
1547872483,56.597
1547872498,56.608
1547872513,56.801
1547872528,56.824
1547872543,56.824
1547872558,56.726
1547872573,56.638
1547872588,56.638
1547872603,56.860
1547872618,56.862
1547872634,56.919
1547872649,56.867
1547872664,56.919
1547872679,57.025
1547872694,57.025
1547872709,57.014
1547872724,56.882
1547872739,56.751
1547872754,56.882
1547872769,56.908
1547872784,57.003
1547872799,57.010
1547872814,57.003
1547872830,57.010
1547872845,56.989
1547872860,56.974
1547872875,56.974
1547872890,57.103
1547872905,57.106
1547872920,57.175
1547872935,57.175
1547872950,57.175
1547872965,57.178
1547872980,57.235
1547872995,57.235
1547873011,57.249
1547873026,57.249
1547873041,57.260
1547873056,57.293
1547873071,57.315
1547873086,57.374
1547873101,57.374
1547873116,57.374
1547873131,57.526
1547873146,57.526
1547873161,57.572
1547873176,57.353
1547873191,57.572
1547873207,57.521
1547873222,57.521
1547873237,57.521
1547873252,57.499
1547873267,57.569
1547873282,57.569
1547873297,57.596
1547873312,57.596
1547873327,57.636
1547873342,57.549
1547873357,57.689
1547873372,57.581
1547873387,57.689
1547873403,57.692
1547873418,57.757
1547873433,57.754
1547873448,57.757
1547873463,57.858
1547873478,57.858
1547873493,57.882
1547873508,57.854
1547873523,57.882
1547873538,57.854
1547873553,57.882
1547873568,57.882
1547873584,58.090
1547873599,58.164
1547873614,58.256
1547873629,58.279
1547873644,58.279
1547873659,58.229
1547873674,58.229
1547873689,58.424
1547873704,58.424
1547873719,58.389
1547873734,58.389
1547873749,58.386
1547873764,58.386
1547873780,58.368
1547873795,58.299
1547873810,58.299
1547873825,58.461
1547873840,58.482
1547873855,58.482
1547873870,58.408
1547873885,58.310
1547873900,58.376
1547873915,58.358
1547873930,58.358
1547873945,58.358
1547873960,58.603
1547873976,58.603
1547873991,58.603
1547874006,58.564
1547874021,58.564
1547874036,58.564
1547874051,58.588
1547874066,58.588
1547874081,58.639
1547874096,58.638
1547874111,58.638
1547874126,58.638
1547874141,58.647
1547874157,58.696
1547874172,58.689
1547874187,58.689
1547874202,58.674
1547874217,58.674
1547874232,58.724
1547874247,58.782
1547874262,58.782
1547874277,58.849
1547874292,58.779
1547874307,58.779
1547874322,58.656
1547874337,58.656
1547874353,58.717
1547874368,58.742
1547874383,58.750
1547874398,58.764
1547874413,58.764
1547874428,58.782
1547874443,58.862
1547874458,58.908
1547874473,58.862
1547874488,58.861
1547874503,58.861
1547874518,58.893
1547874533,58.943
1547874549,58.953
1547874564,59.010
1547874579,59.018
1547874594,59.064
1547874609,59.064
1547874624,59.233
1547874639,59.036
1547874654,59.157
1547874669,59.115
1547874684,59.157
1547874699,59.161
1547874714,59.165
1547874730,59.279
1547874745,59.279
1547874760,59.267
1547874775,59.267
1547874790,59.267
1547874805,59.428
1547874820,59.406
1547874835,59.446
1547874850,59.450
1547874865,59.450
1547874880,59.425
1547874895,59.369
1547874910,59.338
1547874926,59.338
1547874941,59.514
1547874956,59.514
1547874971,59.521
1547874986,59.521
1547875001,59.631
1547875016,59.631
1547875031,59.647
1547875046,59.625
1547875061,59.625
1547875076,59.603
1547875091,59.569
1547875106,59.603
1547875122,59.604
1547875137,59.604
1547875152,59.447
1547875167,59.447
1547875182,59.510
1547875197,59.608
1547875212,59.608
1547875227,59.608
1547875242,59.564
1547875257,59.564
1547875272,59.582
1547875287,59.582
1547875302,59.636
1547875318,59.636
1547875333,59.654
1547875348,59.751
1547875363,59.706
1547875378,59.706
1547875393,59.667
1547875408,59.667
1547875423,59.742
1547875438,59.742
1547875453,59.742
1547875468,59.756
1547875483,59.786
1547875498,59.796
1547875514,59.854
1547875529,59.961
1547875544,59.967
1547875559,60.028
1547875574,60.093
1547875589,60.135
1547875604,60.210
1547875619,60.136
1547875634,60.136
1547875649,60.103
1547875664,60.103
1547875679,60.162
1547875694,60.162
1547875710,60.103
1547875725,60.103
1547875740,60.103
1547875755,59.990
1547875770,59.990
1547875785,60.008
1547875800,60.139
1547875815,60.117
1547875830,60.118
1547875845,60.118
1547875860,60.135
1547875875,60.194
1547875891,60.194
1547875906,60.111
1547875921,60.111
1547875936,60.057
1547875951,60.132
1547875966,60.132
1547875981,60.168
1547875996,60.168
1547876011,60.215
1547876026,60.264
1547876041,60.344
1547876056,60.394
1547876071,60.394
1547876087,60.211
1547876102,60.211
1547876117,60.287
1547876132,60.439
1547876147,60.439
1547876162,60.528
1547876177,60.356
1547876192,60.504
1547876207,60.421
1547876222,60.504
1547876237,60.421
1547876252,60.537
1547876267,60.561
1547876283,60.561
1547876298,60.578
1547876313,60.578
1547876328,60.676
1547876343,60.676
1547876358,60.615
1547876373,60.615
1547876388,60.736
1547876403,60.736
1547876418,60.687
1547876433,60.622
1547876448,60.622
1547876464,60.746
1547876479,60.746
1547876494,60.606
1547876509,60.606
1547876524,60.614
1547876539,60.614
1547876554,60.576
1547876569,60.560
1547876584,60.554
1547876599,60.508
1547876614,60.508
1547876629,60.581
1547876644,60.581
1547876660,60.483
1547876675,60.483
1547876690,60.483
1547876705,60.471
1547876720,60.404
1547876735,60.404
1547876750,60.437
1547876765,60.574
1547876780,60.453
1547876795,60.589
1547876810,60.589
1547876825,60.692
1547876840,60.692
1547876856,60.589
1547876871,60.589
1547876886,60.606
1547876901,60.606
1547876916,60.606
1547876931,60.571
1547876946,60.393
1547876961,60.393
1547876976,60.519
1547876991,60.569
1547877006,60.581
1547877021,60.643
1547877037,60.643
1547877052,60.643
1547877067,60.771
1547877082,60.833
1547877097,60.833
1547877112,60.681
1547877127,60.681
1547877142,60.685
1547877157,60.929
1547877172,60.918
1547877187,60.918
1547877202,60.801
1547877217,60.801
1547877233,60.814
1547877248,61.018
1547877263,61.018
1547877278,61.031
1547877293,61.040
1547877308,61.040
1547877323,61.026
1547877338,60.957
1547877353,60.937
1547877368,60.937
1547877383,61.006
1547877398,61.006
1547877413,60.956
1547877429,60.956
1547877444,61.135
1547877459,61.135
1547877474,60.832
1547877489,60.832
1547877504,60.901
1547877519,61.062
1547877534,61.062
1547877549,61.189
1547877564,61.189
1547877579,61.157
1547877594,61.139
1547877610,61.074
1547877625,61.139
1547877640,61.036
1547877655,60.997
1547877670,60.868
1547877685,60.868
1547877700,60.982
1547877715,60.990
1547877730,61.074
1547877745,61.090
1547877760,61.074
1547877775,61.150
1547877790,61.150
1547877806,61.150
1547877821,61.140
1547877836,61.140
1547877851,61.140
1547877866,61.081
1547877881,61.081
1547877896,61.081
1547877911,61.088
1547877926,61.013
1547877941,61.000
1547877956,61.000
1547877971,61.000
1547877986,60.994
1547878002,60.994
1547878017,60.997
1547878032,61.022
1547878047,61.118
1547878062,61.233
1547878077,61.233
1547878092,61.261
1547878107,61.076
1547878122,61.290
1547878137,61.171
1547878152,61.183
1547878167,61.171
1547878183,61.183
1547878198,61.251
1547878213,61.335
1547878228,61.335
1547878243,61.085
1547878258,61.040
1547878273,61.036
1547878288,61.040
1547878303,61.036
1547878318,61.107
1547878333,61.107
1547878348,61.200
1547878363,61.254
1547878379,61.200
1547878394,61.178
1547878409,61.178
1547878424,61.229
1547878439,61.229
1547878454,61.269
1547878469,61.381
1547878484,61.381
1547878499,61.410
1547878514,61.410
1547878529,61.478
1547878544,61.478
1547878559,61.461
1547878575,61.437
1547878590,61.461
1547878605,61.500
1547878620,61.500
1547878635,61.442
1547878650,61.375
1547878665,61.442
1547878680,61.510
1547878695,61.558
1547878710,61.558
1547878725,61.558
1547878740,61.556
1547878755,61.556
1547878771,61.554
1547878786,61.542
1547878801,61.381
1547878816,61.503
1547878831,61.350
1547878846,61.503
1547878861,61.511
1547878876,61.511
1547878891,61.537
1547878906,61.537
1547878921,61.537
1547878936,61.582
1547878951,61.479
1547878967,61.649
1547878982,61.499
1547878997,61.565
1547879012,61.525
1547879027,61.525
1547879042,61.517
1547879057,61.517
1547879072,61.517
1547879087,61.551
1547879102,61.747
1547879117,61.747
1547879132,61.574
1547879147,61.574
1547879163,61.639
1547879178,61.714
1547879193,61.714
1547879208,61.761
1547879223,61.761
1547879238,61.753
1547879253,61.753
1547879268,61.818
1547879283,61.939
1547879298,61.929
1547879313,61.929
1547879328,61.929
1547879343,62.138
1547879359,62.138
1547879374,62.138
1547879389,62.001
1547879404,62.107
1547879419,62.107
1547879434,62.176
1547879449,62.176
1547879464,62.171
1547879479,62.171
1547879494,62.135
1547879509,62.260
1547879524,62.185
1547879540,62.260
1547879555,62.185
1547879570,62.218
1547879585,62.218
1547879600,62.225
1547879615,62.225
1547879630,62.240
1547879645,62.351
1547879660,62.489
1547879675,62.422
1547879690,62.450
1547879705,62.450
1547879720,62.558
1547879736,62.638
1547879751,62.558
1547879766,62.550
1547879781,62.525
1547879796,62.525
1547879811,62.571
1547879826,62.794
1547879841,62.787
1547879856,62.787
1547879871,62.779
1547879886,62.767
1547879901,62.767
1547879916,62.767
1547879932,62.750
1547879947,62.794
1547879962,62.799
1547879977,62.904
1547879992,62.911
1547880007,62.904
1547880022,62.957
1547880037,62.897
1547880052,62.957
1547880067,62.914
1547880082,62.914
1547880097,62.862
1547880113,62.862
1547880128,62.862
1547880143,62.821
1547880158,62.821
1547880173,62.893
1547880188,63.062
1547880203,62.974
1547880218,62.974
1547880233,62.764
1547880248,62.764
1547880263,62.904
1547880278,62.904
1547880293,62.797
1547880309,62.726
1547880324,62.797
1547880339,62.726
1547880354,62.836
1547880369,62.886
1547880384,62.886
1547880399,62.894
1547880414,62.894
1547880429,62.935
1547880444,62.958
1547880459,62.958
1547880474,63.001
1547880489,63.021
1547880505,63.110
1547880520,63.110
1547880535,62.862
1547880550,62.811
1547880565,62.811
1547880580,62.944
1547880595,62.944
1547880610,62.951
1547880625,62.996
1547880640,63.099
1547880655,62.996
1547880670,63.017
1547880686,63.017
1547880701,63.139
1547880716,63.232
1547880731,63.232
1547880746,63.086
1547880761,63.086
1547880776,63.242
1547880791,63.242
1547880806,63.146
1547880821,63.146
1547880836,63.240
1547880851,63.246
1547880866,63.460
1547880882,63.485
1547880897,63.528
1547880912,63.528
1547880927,63.489
1547880942,63.489
1547880957,63.489
1547880972,63.408
1547880987,63.408
1547881002,63.390
1547881017,63.390
1547881032,63.350
1547881047,63.350
1547881062,63.350
1547881078,63.306
1547881093,63.306
1547881108,63.592
1547881123,63.592
1547881138,63.592
1547881153,63.539
1547881168,63.539
1547881183,63.472
1547881198,63.469
1547881213,63.469
1547881228,63.569
1547881243,63.569
1547881259,63.615
1547881274,63.557
1547881289,63.579
1547881304,63.579
1547881319,63.593
1547881334,63.593
1547881349,63.560
1547881364,63.560
1547881379,63.594
1547881394,63.636
1547881409,63.636
1547881424,63.603
1547881439,63.467
1547881455,63.467
1547881470,63.467
1547881485,63.399
1547881500,63.399
1547881515,63.376
1547881530,63.324
1547881545,63.324
1547881560,63.482
1547881575,63.482
1547881590,63.431
1547881605,63.364
1547881620,63.419
1547881635,63.389
1547881651,63.419
1547881666,63.410
1547881681,63.475
1547881696,63.410
1547881711,63.417
1547881726,63.349
1547881741,63.417
1547881756,63.349
1547881771,63.479
1547881786,63.479
1547881801,63.635
1547881816,63.635
1547881832,63.628
1547881847,63.542
1547881862,63.628
1547881877,63.569
1547881892,63.643
1547881907,63.569
1547881922,63.643
1547881937,63.683
1547881952,63.683
1547881967,63.683
1547881982,63.732
1547881997,63.737
1547882012,63.737
1547882028,63.736
1547882043,63.660
1547882058,63.654
1547882073,63.654
1547882088,63.654
1547882103,63.774
1547882118,63.774
1547882133,63.828
1547882148,63.828
1547882163,63.812
1547882178,63.808
1547882193,63.812
1547882208,63.851
1547882224,63.896
1547882239,63.935
1547882254,63.935
1547882269,63.856
1547882284,63.718
1547882299,63.707
1547882314,63.707
1547882329,63.707
1547882344,63.749
1547882359,63.749
1547882374,63.785
1547882389,63.785
1547882404,63.829
1547882420,63.857
1547882435,63.950
1547882450,63.950
1547882465,63.799
1547882480,63.792
1547882495,63.792
1547882510,63.914
1547882525,63.937
1547882540,63.914
1547882555,63.818
1547882570,63.818
1547882585,63.832
1547882600,63.832
1547882616,63.960
1547882631,63.819
1547882646,63.819
1547882661,63.819
1547882676,63.842
1547882691,63.896
1547882706,63.896
1547882721,63.875
1547882736,63.875
1547882751,63.875
1547882766,63.888
1547882781,64.144
1547882796,64.144
1547882812,64.064
1547882827,63.963
1547882842,63.963
1547882857,63.997
1547882872,63.997
1547882887,64.068
1547882902,64.174
1547882917,64.240
1547882932,64.174
1547882947,64.203
1547882962,64.203
1547882977,64.203
1547882993,64.086
1547883008,64.086
1547883023,64.404
1547883038,64.404
1547883053,64.219
1547883068,64.219
1547883083,64.219
1547883098,64.194
1547883113,64.194
1547883128,64.235
1547883143,64.235
1547883158,64.281
1547883173,64.281
1547883189,64.415
1547883204,64.450
1547883219,64.415
1547883234,64.450
1547883249,64.365
1547883264,64.451
1547883279,64.418
1547883294,64.451
1547883309,64.418
1547883324,64.515
1547883339,64.394
1547883354,64.629
1547883369,64.733
1547883385,64.733
1547883400,64.746
1547883415,64.719
1547883430,64.719
1547883445,64.681
1547883460,64.681
1547883475,64.632
1547883490,64.797
1547883505,64.654
1547883520,64.654
1547883535,64.654
1547883550,64.728
1547883566,64.728
1547883581,64.806
1547883596,64.806
1547883611,64.806
1547883626,64.850
1547883641,64.913
1547883656,64.949
1547883671,64.949
1547883686,64.903
1547883701,64.903
1547883716,64.949
1547883731,65.075
1547883746,65.108
1547883762,65.121
1547883777,65.121
1547883792,65.178
1547883807,65.206
1547883822,65.318
1547883837,65.372
1547883852,65.372
1547883867,65.397
1547883882,65.515
1547883897,65.508
1547883912,65.508
1547883927,65.238
1547883942,65.238
1547883958,65.314
1547883973,65.321
1547883988,65.325
1547884003,65.507
1547884018,65.507
1547884033,65.560
1547884048,65.411
1547884063,65.560
1547884078,65.599
1547884093,65.599
1547884108,65.561
1547884123,65.511
1547884139,65.558
1547884154,65.547
1547884169,65.558
1547884184,65.661
1547884199,65.721
1547884214,65.661
1547884229,65.721
1547884244,65.807
1547884259,65.932
1547884274,65.807
1547884289,65.924
1547884304,65.875
1547884319,65.875
1547884335,65.875
1547884350,65.881
1547884365,65.925
1547884380,65.931
1547884395,65.983
1547884410,65.983
1547884425,65.810
1547884440,65.810
1547884455,65.811
1547884470,65.889
1547884485,65.926
1547884500,65.953
1547884515,65.953
1547884531,65.961
1547884546,65.961
1547884561,66.103
1547884576,65.961
1547884591,65.992
1547884606,65.965
1547884621,65.992
1547884636,65.965
1547884651,65.943
1547884666,65.907
1547884681,65.943
1547884696,65.992
1547884712,66.076
1547884727,66.185
1547884742,66.185
1547884757,66.185
1547884772,66.161
1547884787,66.161
1547884802,66.161
1547884817,66.139
1547884832,66.128
1547884847,66.128
1547884862,66.313
1547884877,66.313
1547884892,66.303
1547884908,66.303
1547884923,66.318
1547884938,66.376
1547884953,66.376
1547884968,66.333
1547884983,66.288
1547884998,66.333
1547885013,66.282
1547885028,66.129
1547885043,66.129
1547885058,66.129
1547885073,66.214
1547885088,66.226
1547885104,66.226
1547885119,66.296
1547885134,66.296
1547885149,66.200
1547885164,66.114
1547885179,66.200
1547885194,66.226
1547885209,66.226
1547885224,66.226
1547885239,66.319
1547885254,66.319
1547885269,66.301
1547885284,66.263
1547885300,66.301
1547885315,66.474
1547885330,66.508
1547885345,66.535
1547885360,66.508
1547885375,66.533
1547885390,66.533
1547885405,66.533
1547885420,66.807
1547885435,66.465
1547885450,66.547
1547885465,66.501
1547885481,66.547
1547885496,66.750
1547885511,66.776
1547885526,66.838
1547885541,66.776
1547885556,66.726
1547885571,66.726
1547885586,66.688
1547885601,66.735
1547885616,66.735
1547885631,66.801
1547885646,66.801
1547885661,66.800
1547885677,66.699
1547885692,66.731
1547885707,66.710
1547885722,66.710
1547885737,66.710
1547885752,66.694
1547885767,66.633
1547885782,66.633
1547885797,66.674
1547885812,66.778
1547885827,66.778
1547885842,66.778
1547885857,66.793
1547885873,66.992
1547885888,66.992
1547885903,67.007
1547885918,67.007
1547885933,67.071
1547885948,66.950
1547885963,66.907
1547885978,66.779
1547885993,66.779
1547886008,66.863
1547886023,67.047
1547886038,67.047
1547886053,67.074
1547886069,67.074
1547886084,67.132
1547886099,67.219
1547886114,67.224
1547886129,67.279
1547886144,67.224
1547886159,67.183
1547886174,67.183
1547886189,66.961
1547886204,67.114
1547886219,67.114
1547886234,67.146
1547886249,67.190
1547886265,67.190
1547886280,67.190
1547886295,67.240
1547886310,67.136
1547886325,67.218
1547886340,67.218
1547886355,67.308
1547886370,67.340
1547886385,67.354
1547886400,67.354
1547886415,67.147
1547886430,67.147
1547886445,67.176
1547886461,67.176
1547886476,67.153
1547886491,67.153
1547886506,67.174
1547886521,67.174
1547886536,67.133
1547886551,67.133
1547886566,67.156
1547886581,67.167
1547886596,67.167
1547886611,67.200
1547886626,67.200
1547886642,67.200
1547886657,67.315
1547886672,67.315
1547886687,67.315
1547886702,67.299
1547886717,67.306
1547886732,67.306
1547886747,67.338
1547886762,67.338
1547886777,67.311
1547886792,67.090
1547886807,67.311
1547886822,67.358
1547886838,67.400
1547886853,67.400
1547886868,67.400
1547886883,67.329
1547886898,67.329
1547886913,67.313
1547886928,67.471
1547886943,67.471
1547886958,67.471
1547886973,67.463
1547886988,67.390
1547887003,67.390
1547887018,67.390
1547887034,67.311
1547887049,67.311
1547887064,67.311
1547887079,67.249
1547887094,67.249
1547887109,67.249
1547887124,67.069
1547887139,67.269
1547887154,67.276
1547887169,67.276
1547887184,67.315
1547887199,67.219
1547887215,67.219
1547887230,66.997
1547887245,66.946
1547887260,66.946
1547887275,66.946
1547887290,66.979
1547887305,66.908
1547887320,66.869
1547887335,66.869
1547887350,67.032
1547887365,67.032
1547887380,67.035
1547887395,67.035
1547887411,67.044
1547887426,67.044
1547887441,67.044
1547887456,67.057
1547887471,67.057
1547887486,67.057
1547887501,67.011
1547887516,67.060
1547887531,67.011
1547887546,67.004
1547887561,66.874
1547887576,66.772
1547887591,66.874
1547887607,66.913
1547887622,66.913
1547887637,66.875
1547887652,66.875
1547887667,66.875
1547887682,66.836
1547887697,66.697
1547887712,66.697
1547887727,66.850
1547887742,67.042
1547887757,67.042
1547887772,67.025
1547887788,66.794
1547887803,66.775
1547887818,66.775
1547887833,66.775
1547887848,66.856
1547887863,66.806
1547887878,66.806
1547887893,66.799
1547887908,66.749
1547887923,66.749
1547887938,66.624
1547887953,66.624
1547887968,66.632
1547887984,66.632
1547887999,66.614
1547888014,66.614
1547888029,66.638
1547888044,66.907
1547888059,66.907
1547888074,66.708
1547888089,66.613
1547888104,66.600
1547888119,66.613
1547888134,66.629
1547888149,66.676
1547888164,66.676
1547888180,66.729
1547888195,66.619
1547888210,66.586
1547888225,66.586
1547888240,66.469
1547888255,66.422
1547888270,66.396
1547888285,66.396
1547888300,66.447
1547888315,66.447
1547888330,66.471
1547888345,66.406
1547888360,66.415
1547888376,66.415
1547888391,66.506
1547888406,66.553
1547888421,66.553
1547888436,66.563
1547888451,66.522
1547888466,66.522
1547888481,66.497
1547888496,66.360
1547888511,66.360
1547888526,66.360
1547888541,66.319
1547888557,66.222
1547888572,66.222
1547888587,66.340
1547888602,66.340
1547888617,66.271
1547888632,66.271
1547888647,66.425
1547888662,66.425
1547888677,66.282
1547888692,66.199
1547888707,66.199
1547888722,66.146
1547888737,66.236
1547888753,66.244
1547888768,66.392
1547888783,66.290
1547888798,66.431
1547888813,66.290
1547888828,66.360
1547888843,66.360
1547888858,66.411
1547888873,66.411
1547888888,66.331
1547888903,66.331
1547888918,66.407
1547888933,66.429
1547888949,66.407
1547888964,66.429
1547888979,66.336
1547888994,66.306
1547889009,66.306
1547889024,66.261
1547889039,66.257
1547889054,66.257
1547889069,66.282
1547889084,66.283
1547889099,66.285
1547889114,66.386
1547889130,66.399
1547889145,66.399
1547889160,66.240
1547889175,66.238
1547889190,66.219
1547889205,66.219
1547889220,66.236
1547889235,66.236
1547889250,66.236
1547889265,66.236
1547889280,66.228
1547889295,66.164
1547889310,66.131
1547889326,66.131
1547889341,66.361
1547889356,66.361
1547889371,66.343
1547889386,66.339
1547889401,66.246
1547889416,66.196
1547889431,66.103
1547889446,66.057
1547889461,66.103
1547889476,66.063
1547889491,66.063
1547889506,66.044
1547889522,66.044
1547889537,66.044
1547889552,66.146
1547889567,65.951
1547889582,65.931
1547889597,65.901
1547889612,65.833
1547889627,65.826
1547889642,65.833
1547889657,65.721
1547889672,65.721
1547889687,65.721
1547889702,65.738
1547889718,65.864
1547889733,65.864
1547889748,65.864
1547889763,65.753
1547889778,65.679
1547889793,65.679
1547889808,65.696
1547889823,65.706
1547889838,65.718
1547889853,65.718
1547889868,65.799
1547889883,65.799
1547889898,65.796
1547889914,65.628
1547889929,65.500
1547889944,65.500
1547889959,65.750
1547889974,65.750
1547889989,65.696
1547890004,65.682
1547890019,65.696
1547890034,65.682
1547890049,65.704
1547890064,65.631
1547890079,65.631
1547890094,65.631
1547890110,65.678
1547890125,65.678
1547890140,65.578
1547890155,65.553
1547890170,65.519
1547890185,65.424
1547890200,65.424
1547890215,65.586
1547890230,65.586
1547890245,65.586
1547890260,65.608
1547890275,65.608
1547890291,65.544
1547890306,65.544
1547890321,65.599
1547890336,65.633
1547890351,65.679
1547890366,65.679
1547890381,65.690
1547890396,65.763
1547890411,65.763
1547890426,65.578
1547890441,65.578
1547890456,65.728
1547890471,65.728
1547890487,65.596
1547890502,65.342
1547890517,65.415
1547890532,65.342
1547890547,65.307
1547890562,65.307
1547890577,65.328
1547890592,65.328
1547890607,65.519
1547890622,65.343
1547890637,65.343
1547890652,65.343
1547890667,65.218
1547890683,65.171
1547890698,65.171
1547890713,65.221
1547890728,65.475
1547890743,65.475
1547890758,65.472
1547890773,65.351
1547890788,65.290
1547890803,65.290
1547890818,65.281
1547890833,65.188
1547890848,65.188
1547890864,65.200
1547890879,65.350
1547890894,65.254
