Date/Time (UTC), Ultra-smoothed Differences
2017-02-24 06:24:23.46,-0.042071
2017-02-24 06:24:38.12,-0.048087
2017-02-24 06:24:52.79,-0.055314
2017-02-24 06:25:07.44,-0.063556
2017-02-24 06:25:22.12,-0.077381
2017-02-24 06:25:36.76,-0.084875
2017-02-24 06:25:51.41,-0.092738
2017-02-24 06:26:06.09,-0.086094
2017-02-24 06:26:20.74,-0.052428
2017-02-24 06:26:35.40,-0.0079731
2017-02-24 06:26:50.07,0.035821
2017-02-24 06:27:04.73,0.080038
2017-02-24 06:27:19.38,0.11613
2017-02-24 06:27:34.06,0.14671
2017-02-24 06:27:48.71,0.15851
2017-02-24 06:28:03.37,0.16434
2017-02-24 06:28:18.04,0.17054
2017-02-24 06:28:32.70,0.18464
2017-02-24 06:28:47.35,0.19371
2017-02-24 06:29:02.03,0.20292
2017-02-24 06:29:16.68,0.20756
2017-02-24 06:29:31.34,0.20221
2017-02-24 06:29:46.01,0.19436
2017-02-24 06:30:00.67,0.16842
2017-02-24 06:30:15.32,0.11471
2017-02-24 06:30:30.00,0.043584
2017-02-24 06:30:44.65,-0.026182
2017-02-24 06:30:59.31,-0.070944
2017-02-24 06:31:13.97,-0.11101
2017-02-24 06:31:28.64,-0.14867
2017-02-24 06:31:43.29,-0.15312
2017-02-24 06:31:57.97,-0.14586
2017-02-24 06:32:12.61,-0.14206
2017-02-24 06:32:27.28,-0.15374
2017-02-24 06:32:41.94,-0.17202
2017-02-24 06:32:56.59,-0.19085
2017-02-24 06:33:11.26,-0.19534
2017-02-24 06:33:25.92,-0.19378
2017-02-24 06:33:40.58,-0.18875
2017-02-24 06:33:55.23,-0.16996
2017-02-24 06:34:09.91,-0.13159
2017-02-24 06:34:24.56,-0.080269
2017-02-24 06:34:39.22,-0.028944
2017-02-24 06:34:53.89,-0.0085156
2017-02-24 06:35:08.55,0.010664
2017-02-24 06:35:23.20,0.021367
2017-02-24 06:35:37.86,-0.010352
2017-02-24 06:35:52.53,-0.050624
2017-02-24 06:36:07.18,-0.081638
2017-02-24 06:36:21.86,-0.093006
2017-02-24 06:36:36.50,-0.079962
2017-02-24 06:36:51.17,-0.061095
2017-02-24 06:37:05.83,-0.057073
2017-02-24 06:37:20.50,-0.057189
2017-02-24 06:37:35.15,-0.056762
2017-02-24 06:37:49.83,-0.058205
2017-02-24 06:38:04.47,-0.066719
2017-02-24 06:38:19.14,-0.079062
2017-02-24 06:38:33.80,-0.085431
2017-02-24 06:38:48.47,-0.077225
2017-02-24 06:39:03.11,-0.060112
2017-02-24 06:39:17.78,-0.029647
2017-02-24 06:39:32.44,0.028869
2017-02-24 06:39:47.09,0.091488
2017-02-24 06:40:01.77,0.14523
2017-02-24 06:40:16.42,0.16871
2017-02-24 06:40:31.08,0.1693
2017-02-24 06:40:45.75,0.15285
2017-02-24 06:41:00.41,0.13769
2017-02-24 06:41:15.06,0.12288
2017-02-24 06:41:29.74,0.10445
2017-02-24 06:41:44.39,0.086794
2017-02-24 06:41:59.05,0.078238
2017-02-24 06:42:13.72,0.073938
2017-02-24 06:42:28.38,0.057695
2017-02-24 06:42:43.03,0.030224
2017-02-24 06:42:57.71,-0.014229
2017-02-24 06:43:12.36,-0.068988
2017-02-24 06:43:27.00,-0.13188
2017-02-24 06:43:41.68,-0.18891
2017-02-24 06:43:56.33,-0.23289
2017-02-24 06:44:11.00,-0.23848
2017-02-24 06:44:25.66,-0.23481
2017-02-24 06:44:40.32,-0.21649
2017-02-24 06:44:54.97,-0.20004
2017-02-24 06:45:09.64,-0.17676
2017-02-24 06:45:24.30,-0.14426
2017-02-24 06:45:38.95,-0.10645
2017-02-24 06:45:53.63,-0.071362
2017-02-24 06:46:08.28,-0.042342
2017-02-24 06:46:22.94,-0.0052675
2017-02-24 06:46:37.61,0.039181
2017-02-24 06:46:52.25,0.09285
2017-02-24 06:47:06.92,0.15062
2017-02-24 06:47:21.58,0.20368
2017-02-24 06:47:36.25,0.24347
