Date/Time (UTC), Ultra-smoothed Differences
2017-08-11 19:35:06.71,-0.00032496
2017-08-11 19:35:08.96,-0.00032321
2017-08-11 19:35:11.21,-0.00032694
2017-08-11 19:35:13.46,-0.00032336
2017-08-11 19:35:15.71,-0.0003252
2017-08-11 19:35:17.96,-0.00032081
2017-08-11 19:35:20.21,-0.00032051
2017-08-11 19:35:22.46,-0.00031306
2017-08-11 19:35:24.71,-0.00031608
2017-08-11 19:35:26.95,-0.0003197
2017-08-11 19:35:29.20,-0.00033169
2017-08-11 19:35:31.45,-0.00033551
2017-08-11 19:35:33.70,-0.00033689
2017-08-11 19:35:35.95,-0.00034077
2017-08-11 19:35:38.20,-0.00034566
2017-08-11 19:35:40.46,-0.00034755
2017-08-11 19:35:42.71,-0.00034811
2017-08-11 19:35:44.95,-0.00034521
2017-08-11 19:35:47.20,-0.00034669
2017-08-11 19:35:49.45,-0.00035068
2017-08-11 19:35:51.70,-0.00035424
2017-08-11 19:35:53.95,-0.00035277
2017-08-11 19:35:56.20,-0.00035629
2017-08-11 19:35:58.45,-0.00036251
2017-08-11 19:36:00.70,-0.00037332
2017-08-11 19:36:02.95,-0.00037113
2017-08-11 19:36:05.20,-0.00037588
2017-08-11 19:36:07.45,-0.00037869
2017-08-11 19:36:09.70,-0.00038853
2017-08-11 19:36:11.95,-0.00039154
2017-08-11 19:36:14.20,-0.00040276
2017-08-11 19:36:16.44,-0.00040531
2017-08-11 19:36:18.69,-0.00040867
2017-08-11 19:36:20.94,-0.00041291
2017-08-11 19:36:23.19,-0.00041546
2017-08-11 19:36:25.44,-0.00041919
2017-08-11 19:36:27.69,-0.00042541
2017-08-11 19:36:29.94,-0.00043071
2017-08-11 19:36:32.19,-0.00043332
2017-08-11 19:36:34.44,-0.00043929
2017-08-11 19:36:36.69,-0.00045214
2017-08-11 19:36:38.94,-0.00045424
2017-08-11 19:36:41.19,-0.00045541
2017-08-11 19:36:43.44,-0.00045164
2017-08-11 19:36:45.69,-0.000457
2017-08-11 19:36:47.94,-0.00045771
2017-08-11 19:36:50.20,-0.00046481
