Date UTC, Time UTC, Reading
2015-09-15,08:23:17.7,-153
2015-09-15,08:23:32.1,-162
2015-09-15,08:27:22.2,-157
2015-09-15,08:27:36.5,-160
2015-09-15,08:27:50.9,-181
2015-09-15,08:28:05.3,-157
2015-09-15,08:34:19.1,-181
