DateTime (UTC), magX, magY, magZ
2015-10-23 06:34:39.570544,70,121,-90
2015-10-23 06:34:53.709352,76,120,-76
2015-10-23 06:35:07.832160,73,116,-88
2015-10-23 06:35:21.970969,71,119,-65
2015-10-23 06:35:36.093777,80,124,-87
2015-10-23 06:35:50.232585,75,120,-70
2015-10-23 06:36:04.356393,73,120,-79
2015-10-23 06:36:18.494202,70,122,-83
2015-10-23 06:36:32.618010,75,118,-73
2015-10-23 06:36:46.756818,74,116,-64
2015-10-23 06:37:00.894627,67,121,-104
2015-10-23 06:37:15.018435,81,116,-35
2015-10-23 06:37:29.156243,72,122,-76
2015-10-23 06:37:43.280051,78,124,-72
2015-10-23 06:37:57.417860,77,120,-74
2015-10-23 06:38:11.541668,81,118,-40
2015-10-23 06:38:25.679476,74,123,-100
2015-10-23 06:38:39.803284,80,123,-53
2015-10-23 06:38:53.942093,80,121,-56
2015-10-23 06:39:08.064901,80,116,-49
2015-10-23 06:39:22.203709,81,119,-65
2015-10-23 06:39:36.326517,87,113,-17
2015-10-23 06:39:50.464326,78,119,-65
2015-10-23 06:40:04.603134,73,120,-83
2015-10-23 06:40:18.726942,79,122,-73
2015-10-23 06:40:32.864751,80,111,-37
2015-10-23 06:40:46.988559,77,117,-52
2015-10-23 06:41:01.126367,69,121,-83
2015-10-23 06:41:15.250175,74,123,-79
2015-10-23 06:41:29.387984,71,123,-82
2015-10-23 06:41:43.511792,86,121,-22
2015-10-23 06:41:57.650600,76,121,-64
2015-10-23 06:42:11.773408,71,128,-86
2015-10-23 06:42:25.912217,75,125,-56
2015-10-23 06:42:40.050025,76,126,-65
2015-10-23 06:42:54.173833,79,121,-45
2015-10-23 06:43:08.312642,77,119,-39
2015-10-23 06:43:22.435450,76,120,-49
2015-10-23 06:43:36.574258,76,120,-60
2015-10-23 06:43:50.697066,77,122,-61
2015-10-23 06:44:04.835875,68,125,-97
2015-10-23 06:44:18.958683,74,124,-85
2015-10-23 06:44:33.097491,76,124,-89
2015-10-23 06:44:47.221299,71,125,-108
2015-10-23 06:45:01.359108,80,119,-66
2015-10-23 06:45:15.497917,74,126,-91
2015-10-23 06:45:29.620724,82,119,-47
2015-10-23 06:45:43.759533,74,125,-96
2015-10-23 06:45:57.882341,77,125,-69
2015-10-23 06:46:12.021150,71,125,-109
2015-10-23 06:46:26.143957,74,120,-109
2015-10-23 06:46:40.282766,64,123,-113
2015-10-23 06:46:54.406574,67,120,-102
2015-10-23 06:47:08.544382,71,123,-95
2015-10-23 06:47:22.667190,73,126,-91
2015-10-23 06:47:36.805999,69,128,-117
2015-10-23 06:47:50.929807,71,124,-89
2015-10-23 06:48:05.067615,75,120,-85
2015-10-23 06:48:19.206424,76,117,-67
2015-10-23 06:48:33.329232,72,118,-74
2015-10-23 06:48:47.468041,75,118,-56
2015-10-23 06:49:01.591848,76,117,-46
2015-10-23 06:49:15.729657,75,118,-58
2015-10-23 06:49:29.853465,77,118,-53
2015-10-23 06:49:43.992274,66,122,-97
2015-10-23 06:49:58.115081,78,117,-43
2015-10-23 06:50:12.252890,69,122,-93
2015-10-23 06:50:26.375698,70,122,-90
2015-10-23 06:50:40.515507,69,120,-86
2015-10-23 06:50:54.653315,76,115,-59
2015-10-23 06:51:08.776123,72,118,-81
2015-10-23 06:51:22.914932,65,121,-116
2015-10-23 06:51:37.037739,73,121,-71
2015-10-23 06:51:51.176548,67,122,-90
2015-10-23 06:52:05.300356,72,117,-71
2015-10-23 06:52:19.438165,73,122,-63
2015-10-23 06:52:33.561972,68,127,-110
2015-10-23 06:52:47.699781,73,121,-65
2015-10-23 06:53:01.823589,74,120,-52
2015-10-23 06:53:15.961398,74,120,-80
2015-10-23 06:53:30.085205,68,127,-94
2015-10-23 06:53:44.224014,76,120,-63
2015-10-23 06:53:58.361823,69,116,-73
2015-10-23 06:54:12.485631,72,119,-93
2015-10-23 06:54:26.623439,74,119,-67
2015-10-23 06:54:40.747247,71,121,-92
2015-10-23 06:54:54.885056,75,119,-66
2015-10-23 06:55:09.008863,70,118,-89
2015-10-23 06:55:23.146672,71,120,-68
2015-10-23 06:55:37.269480,63,122,-103
2015-10-23 06:55:51.408289,73,113,-39
2015-10-23 06:56:05.531096,66,123,-89
2015-10-23 06:56:19.670905,75,115,-55
2015-10-23 06:56:33.808714,66,125,-97
2015-10-23 06:56:47.932522,72,122,-65
2015-10-23 06:57:02.070330,70,125,-91
2015-10-23 06:57:16.194138,66,126,-99
2015-10-23 06:57:30.331947,69,126,-97
2015-10-23 06:57:44.455755,65,130,-118
2015-10-23 06:57:58.593563,75,119,-45
2015-10-23 06:58:12.717371,66,125,-101
2015-10-23 06:58:26.856180,71,121,-80
2015-10-23 06:58:40.978987,71,123,-80
2015-10-23 06:58:55.117796,76,119,-51
2015-10-23 06:59:09.240604,77,122,-56
2015-10-23 06:59:23.379413,75,120,-63
2015-10-23 06:59:37.517221,71,118,-68
2015-10-23 06:59:51.641029,71,124,-91
2015-10-23 07:00:05.778838,67,120,-86
2015-10-23 07:00:19.902646,69,124,-87
2015-10-23 07:00:34.040454,68,123,-93
2015-10-23 07:00:48.164262,72,119,-83
2015-10-23 07:01:02.303071,75,122,-65
2015-10-23 07:01:16.425879,70,120,-88
2015-10-23 07:01:30.564687,69,127,-86
2015-10-23 07:01:44.687495,70,119,-86
2015-10-23 07:01:58.826304,65,123,-104
2015-10-23 07:02:12.949111,70,120,-78
2015-10-23 07:02:27.087920,67,124,-82
2015-10-23 07:02:41.225729,62,129,-109
2015-10-23 07:02:55.349537,69,119,-46
2015-10-23 07:03:09.488345,65,127,-88
2015-10-23 07:03:23.611153,63,118,-79
2015-10-23 07:03:37.749962,66,118,-66
2015-10-23 07:03:51.872770,61,122,-91
2015-10-23 07:04:06.011578,67,122,-72
2015-10-23 07:04:20.134386,59,122,-109
2015-10-23 07:04:34.273195,66,130,-105
2015-10-23 07:04:48.397003,68,120,-49
2015-10-23 07:05:02.534811,72,123,-58
2015-10-23 07:05:16.658619,69,122,-60
2015-10-23 07:05:30.796428,71,117,-54
2015-10-23 07:05:44.935236,66,120,-76
2015-10-23 07:05:59.059044,67,122,-91
2015-10-23 07:06:13.196853,69,125,-89
2015-10-23 07:06:27.320661,66,126,-82
2015-10-23 07:06:41.458469,71,120,-71
2015-10-23 07:06:55.582277,68,123,-60
2015-10-23 07:07:09.721086,69,121,-56
2015-10-23 07:07:23.843894,60,129,-111
2015-10-23 07:07:37.982702,66,126,-79
2015-10-23 07:07:52.105510,63,130,-111
2015-10-23 07:08:06.244319,70,122,-72
2015-10-23 07:08:20.367127,73,120,-50
2015-10-23 07:08:34.505935,65,125,-91
2015-10-23 07:08:48.628743,72,122,-57
2015-10-23 07:09:02.767552,64,124,-93
2015-10-23 07:09:16.905360,65,126,-96
2015-10-23 07:09:31.029168,77,121,-19
2015-10-23 07:09:45.167977,67,125,-70
2015-10-23 07:09:59.290785,62,121,-90
2015-10-23 07:10:13.429593,56,130,-147
2015-10-23 07:10:27.552401,70,127,-74
2015-10-23 07:10:41.691210,66,128,-86
2015-10-23 07:10:55.814018,70,122,-59
2015-10-23 07:11:09.952826,68,126,-73
2015-10-23 07:11:24.075634,63,125,-93
2015-10-23 07:11:38.214443,70,121,-65
2015-10-23 07:11:52.337251,63,127,-95
2015-10-23 07:12:06.476059,78,120,-25
2015-10-23 07:12:20.614868,69,125,-69
2015-10-23 07:12:34.737676,76,124,-40
2015-10-23 07:12:48.876484,63,131,-82
2015-10-23 07:13:02.999292,68,120,-56
2015-10-23 07:13:17.138101,62,128,-107
2015-10-23 07:13:31.260909,64,123,-92
2015-10-23 07:13:45.399717,62,124,-113
2015-10-23 07:13:59.523525,67,124,-79
2015-10-23 07:14:13.661334,69,127,-60
2015-10-23 07:14:27.784142,73,123,-74
2015-10-23 07:14:41.922950,69,126,-70
2015-10-23 07:14:56.046758,69,127,-71
2015-10-23 07:15:10.184567,68,128,-92
2015-10-23 07:15:24.323376,64,130,-101
2015-10-23 07:15:38.446183,62,130,-104
2015-10-23 07:15:52.584992,65,127,-75
2015-10-23 07:16:06.707800,61,129,-129
2015-10-23 07:16:20.846608,63,130,-107
2015-10-23 07:16:34.969416,71,126,-67
2015-10-23 07:16:49.108225,65,122,-71
2015-10-23 07:17:03.232033,69,122,-69
2015-10-23 07:17:17.369841,64,128,-100
2015-10-23 07:17:31.493649,67,127,-85
2015-10-23 07:17:45.631458,68,129,-108
2015-10-23 07:17:59.770267,54,132,-150
2015-10-23 07:18:13.893074,59,129,-135
2015-10-23 07:18:28.031883,80,123,-77
2015-10-23 07:18:42.155691,66,127,-105
2015-10-23 07:18:56.293500,69,124,-63
2015-10-23 07:19:10.417307,55,133,-143
2015-10-23 07:19:24.555116,65,124,-94
2015-10-23 07:19:38.677924,60,124,-104
2015-10-23 07:19:52.816732,59,127,-114
2015-10-23 07:20:06.939540,33,138,211
2015-10-23 07:20:21.078349,69,123,-78
2015-10-23 07:20:35.201157,61,127,-93
2015-10-23 07:20:49.339965,61,127,-105
2015-10-23 07:21:03.478774,60,128,-123
2015-10-23 07:21:17.601582,69,122,-85
2015-10-23 07:21:31.740391,57,128,-116
2015-10-23 07:21:45.864198,62,127,-97
2015-10-23 07:22:00.002007,62,131,-82
2015-10-23 07:22:14.124815,70,120,-34
2015-10-23 07:22:28.263624,64,123,-77
2015-10-23 07:22:42.387431,69,123,-71
2015-10-23 07:22:56.525240,59,128,-94
2015-10-23 07:23:10.561087,62,127,-107
2015-10-23 07:23:24.699896,31,137,220
2015-10-23 07:23:38.822704,65,121,-72
2015-10-23 07:23:52.961513,64,124,-84
2015-10-23 07:24:07.084320,60,124,-74
2015-10-23 07:24:21.223129,61,126,-84
2015-10-23 07:24:35.360938,60,126,-86
2015-10-23 07:24:49.484746,66,128,-78
2015-10-23 07:25:03.622554,62,127,-93
2015-10-23 07:25:17.746362,69,123,-54
2015-10-23 07:25:31.885171,64,125,-80
2015-10-23 07:25:46.007978,69,124,-48
2015-10-23 07:26:00.146787,63,126,-82
2015-10-23 07:26:14.269595,65,125,-75
2015-10-23 07:26:28.408404,65,124,-62
2015-10-23 07:26:42.531211,60,125,-115
2015-10-23 07:26:56.670020,54,130,-134
2015-10-23 07:27:10.792828,53,130,-116
2015-10-23 07:27:24.931637,62,126,-76
2015-10-23 07:27:39.069445,55,128,-108
2015-10-23 07:27:53.193253,57,128,-89
2015-10-23 07:28:07.332062,62,130,-82
2015-10-23 07:28:21.454870,66,129,-81
2015-10-23 07:28:35.593678,58,133,-110
2015-10-23 07:28:49.716486,65,127,-61
2015-10-23 07:29:03.855295,59,129,-89
2015-10-23 07:29:17.978102,45,139,-200
2015-10-23 07:29:32.116911,51,136,-168
2015-10-23 07:29:46.239719,62,126,-73
2015-10-23 07:30:00.378528,58,122,-87
2015-10-23 07:30:14.501335,61,124,-97
2015-10-23 07:30:28.640144,57,129,-103
2015-10-23 07:30:42.762952,50,134,-161
2015-10-23 07:30:56.901761,58,127,-87
2015-10-23 07:31:11.024568,59,122,-87
2015-10-23 07:31:25.163377,66,122,-56
2015-10-23 07:31:39.286185,61,127,-79
2015-10-23 07:31:53.424994,51,127,-117
2015-10-23 07:32:07.563802,63,124,-78
2015-10-23 07:32:21.686610,62,120,-75
2015-10-23 07:32:35.825419,62,126,-107
2015-10-23 07:32:49.948226,58,130,-110
2015-10-23 07:33:04.087035,60,128,-92
2015-10-23 07:33:18.210843,60,125,-75
2015-10-23 07:33:32.348652,59,121,-84
2015-10-23 07:33:46.472459,56,127,-117
2015-10-23 07:34:00.610268,52,130,-130
2015-10-23 07:34:14.734076,57,131,-102
2015-10-23 07:34:28.872885,58,127,-80
2015-10-23 07:34:42.995692,60,127,-84
2015-10-23 07:34:57.134501,63,131,-103
2015-10-23 07:35:11.257309,64,119,-74
2015-10-23 07:35:25.396118,59,124,-82
2015-10-23 07:35:39.533926,53,131,-113
2015-10-23 07:35:53.657734,55,126,-106
2015-10-23 07:36:07.795543,61,118,-64
2015-10-23 07:36:21.919351,65,119,-36
2015-10-23 07:36:36.058159,57,124,-102
2015-10-23 07:36:50.180967,57,122,-84
2015-10-23 07:37:04.319776,51,126,-121
2015-10-23 07:37:18.442583,63,122,-59
2015-10-23 07:37:32.581392,59,126,-73
2015-10-23 07:37:46.704200,55,129,-93
2015-10-23 07:38:00.843009,57,127,-105
2015-10-23 07:38:14.965816,57,131,-123
2015-10-23 07:38:29.104625,56,128,-100
2015-10-23 07:38:43.242434,52,133,-125
2015-10-23 07:38:57.365242,62,124,-84
2015-10-23 07:39:11.504050,69,121,-44
2015-10-23 07:39:25.626858,62,127,-68
2015-10-23 07:39:39.765667,52,128,-114
2015-10-23 07:39:53.888474,55,128,-110
2015-10-23 07:40:08.027283,52,132,-116
2015-10-23 07:40:22.150091,55,130,-106
2015-10-23 07:40:36.288900,56,129,-97
2015-10-23 07:40:50.411707,65,128,-81
2015-10-23 07:41:04.552516,64,123,-81
2015-10-23 07:41:18.673324,59,128,-106
2015-10-23 07:41:32.812133,58,127,-115
2015-10-23 07:41:46.935940,63,125,-54
2015-10-23 07:42:01.073749,56,131,-109
2015-10-23 07:42:15.196557,54,131,-130
2015-10-23 07:42:29.335366,45,134,-143
2015-10-23 07:42:43.474174,52,129,-111
2015-10-23 07:42:57.596982,52,131,-123
2015-10-23 07:43:11.735791,52,132,-118
2015-10-23 07:43:25.859599,60,125,-96
2015-10-23 07:43:39.997407,67,127,-60
2015-10-23 07:43:54.120215,59,134,-119
2015-10-23 07:44:08.259024,52,130,-121
2015-10-23 07:44:22.382831,52,128,-123
2015-10-23 07:44:36.520640,50,129,-125
2015-10-23 07:44:50.644448,52,124,-113
2015-10-23 07:45:04.782257,50,135,-150
2015-10-23 07:45:18.906064,60,126,-87
2015-10-23 07:45:33.044873,54,130,-139
2015-10-23 07:45:47.167681,54,130,-117
2015-10-23 07:46:01.306490,54,124,-116
2015-10-23 07:46:15.428297,58,124,-97
2015-10-23 07:46:29.567106,57,123,-94
2015-10-23 07:46:43.690914,50,130,-138
2015-10-23 07:46:57.828722,51,128,-118
2015-10-23 07:47:11.952530,57,126,-114
2015-10-23 07:47:26.091339,53,126,-113
2015-10-23 07:47:40.229148,57,124,-99
2015-10-23 07:47:54.352955,54,123,-118
2015-10-23 07:48:08.490764,51,124,-124
2015-10-23 07:48:22.614572,54,127,-93
2015-10-23 07:48:36.753381,51,126,-118
2015-10-23 07:48:50.876188,56,122,-102
2015-10-23 07:49:05.014997,55,124,-114
2015-10-23 07:49:19.137805,56,123,-99
2015-10-23 07:49:33.276614,53,129,-114
2015-10-23 07:49:47.399421,54,130,-124
2015-10-23 07:50:01.538230,53,123,-104
2015-10-23 07:50:15.661038,54,123,-105
2015-10-23 07:50:29.799847,57,127,-100
2015-10-23 07:50:43.922654,52,129,-116
2015-10-23 07:50:58.061463,51,127,-124
2015-10-23 07:51:12.199272,54,127,-113
2015-10-23 07:51:26.323079,51,126,-109
2015-10-23 07:51:40.461888,49,127,-122
2015-10-23 07:51:54.584696,46,133,-128
2015-10-23 07:52:08.723505,49,128,-117
2015-10-23 07:52:22.846312,60,125,-69
2015-10-23 07:52:36.985121,54,127,-100
2015-10-23 07:52:51.107929,57,125,-76
2015-10-23 07:53:05.246738,52,128,-111
2015-10-23 07:53:19.369545,46,134,-129
2015-10-23 07:53:33.508354,54,125,-92
2015-10-23 07:53:47.631162,60,121,-52
2015-10-23 07:54:01.769971,52,127,-133
2015-10-23 07:54:15.892778,52,124,-97
2015-10-23 07:54:30.031587,52,124,-97
2015-10-23 07:54:44.154395,49,129,-111
2015-10-23 07:54:58.293203,53,125,-94
2015-10-23 07:55:12.417011,50,129,-115
2015-10-23 07:55:26.554820,52,129,-91
2015-10-23 07:55:40.693629,50,128,-124
2015-10-23 07:55:54.817436,50,128,-100
2015-10-23 07:56:08.955245,48,135,-146
2015-10-23 07:56:23.079053,54,134,-110
2015-10-23 07:56:37.216862,54,131,-110
2015-10-23 07:56:51.340669,46,130,-144
2015-10-23 07:57:05.478478,45,130,-105
2015-10-23 07:57:19.602286,48,130,-108
2015-10-23 07:57:33.741095,53,131,-81
2015-10-23 07:57:47.863902,51,128,-119
2015-10-23 07:58:02.002711,49,130,-107
2015-10-23 07:58:16.125519,46,132,-120
2015-10-23 07:58:30.264327,54,131,-107
2015-10-23 07:58:44.387135,51,125,-73
2015-10-23 07:58:58.525944,57,129,-55
2015-10-23 07:59:12.648752,53,132,-99
2015-10-23 07:59:26.787560,55,132,-78
2015-10-23 07:59:40.926369,49,133,-112
2015-10-23 07:59:55.049177,49,133,-98
2015-10-23 08:00:09.187986,47,135,-127
2015-10-23 08:00:23.310793,51,132,-94
2015-10-23 08:00:37.449602,49,135,-120
2015-10-23 08:00:51.572410,53,129,-96
2015-10-23 08:01:05.711219,55,127,-93
2015-10-23 08:01:19.834026,44,132,-101
2015-10-23 08:01:33.972835,49,137,-112
2015-10-23 08:01:48.095643,55,132,-93
2015-10-23 08:02:02.234451,51,133,-129
2015-10-23 08:02:16.357259,46,136,-111
2015-10-23 08:02:30.496068,48,129,-115
2015-10-23 08:02:44.618876,47,133,-117
2015-10-23 08:02:58.757684,49,137,-126
2015-10-23 08:03:12.880492,52,135,-99
2015-10-23 08:03:27.019301,51,127,-83
2015-10-23 08:03:41.142109,44,136,-146
2015-10-23 08:03:55.280917,48,132,-101
2015-10-23 08:04:09.419726,46,133,-103
2015-10-23 08:04:23.542534,47,132,-112
2015-10-23 08:04:37.681343,49,137,-116
2015-10-23 08:04:51.804150,52,134,-104
2015-10-23 08:05:05.942959,49,135,-111
2015-10-23 08:05:20.065767,48,135,-105
2015-10-23 08:05:34.204575,47,138,-126
2015-10-23 08:05:48.327383,51,137,-124
2015-10-23 08:06:02.466192,49,131,-104
2015-10-23 08:06:16.589000,42,137,-134
2015-10-23 08:06:30.727808,44,136,-141
2015-10-23 08:06:44.850616,48,133,-115
2015-10-23 08:06:58.989425,41,139,-145
2015-10-23 08:07:13.112233,44,136,-121
2015-10-23 08:07:27.251041,44,133,-133
2015-10-23 08:07:41.373849,39,132,-141
2015-10-23 08:07:55.512658,53,126,-76
2015-10-23 08:08:09.651467,49,132,-103
2015-10-23 08:08:23.774274,43,135,-138
2015-10-23 08:08:37.913083,42,132,-115
2015-10-23 08:08:52.035891,41,136,-139
2015-10-23 08:09:06.174699,52,125,-85
2015-10-23 08:09:20.297507,38,132,-132
2015-10-23 08:09:34.436316,42,135,-129
2015-10-23 08:09:48.560124,44,127,-120
2015-10-23 08:10:02.697932,40,138,-152
2015-10-23 08:10:16.821740,45,131,-129
2015-10-23 08:10:30.959549,40,138,-146
2015-10-23 08:10:45.083357,42,134,-135
2015-10-23 08:10:59.221165,42,137,-124
2015-10-23 08:11:13.344973,44,131,-108
2015-10-23 08:11:27.482782,40,136,-141
2015-10-23 08:11:41.606590,51,131,-82
2015-10-23 08:11:55.744398,43,134,-126
2015-10-23 08:12:09.868206,43,135,-136
2015-10-23 08:12:24.006015,44,137,-123
2015-10-23 08:12:38.128823,49,130,-89
2015-10-23 08:12:52.267631,47,136,-125
2015-10-23 08:13:06.406440,43,137,-132
