DateTime (UTC), magX, magY, magZ
2015-10-24 00:00:21.562996,81,131,-112
2015-10-24 00:00:35.700805,73,138,-175
2015-10-24 00:00:49.837614,73,141,-189
2015-10-24 00:01:03.959421,75,137,-169
2015-10-24 00:01:18.096230,91,128,-85
2015-10-24 00:01:32.233038,80,129,-114
2015-10-24 00:01:46.354846,83,131,-107
2015-10-24 00:02:00.491655,86,126,-88
2015-10-24 00:02:14.628463,80,132,-147
2015-10-24 00:02:28.750271,89,129,-116
2015-10-24 00:02:42.888080,86,130,-111
2015-10-24 00:02:57.009887,86,133,-104
2015-10-24 00:03:11.146696,83,131,-111
2015-10-24 00:03:25.283505,89,127,-85
2015-10-24 00:03:39.405312,73,137,-191
2015-10-24 00:03:53.542121,78,135,-119
2015-10-24 00:04:07.663929,82,129,-86
2015-10-24 00:04:21.801737,82,130,-98
2015-10-24 00:04:35.938546,81,137,-121
2015-10-24 00:04:50.059353,85,128,-83
2015-10-24 00:05:04.197162,80,133,-100
2015-10-24 00:05:18.333971,81,136,-125
2015-10-24 00:05:32.455778,82,132,-102
2015-10-24 00:05:46.592587,82,134,-117
2015-10-24 00:06:00.714395,82,135,-109
2015-10-24 00:06:14.852203,83,136,-109
2015-10-24 00:06:28.989012,81,135,-90
2015-10-24 00:06:43.110820,80,134,-123
2015-10-24 00:06:57.247628,84,136,-91
2015-10-24 00:07:11.385437,89,135,-87
2015-10-24 00:07:25.507245,86,135,-105
2015-10-24 00:07:39.644053,84,133,-90
2015-10-24 00:07:53.765861,81,136,-98
2015-10-24 00:08:07.902669,79,137,-114
2015-10-24 00:08:22.039478,75,137,-134
2015-10-24 00:08:36.161286,77,134,-116
2015-10-24 00:08:50.298094,90,128,-60
2015-10-24 00:09:04.435903,79,137,-120
2015-10-24 00:09:18.557711,85,130,-75
2015-10-24 00:09:32.694519,84,134,-92
2015-10-24 00:09:46.816327,89,130,-64
2015-10-24 00:10:00.953136,86,131,-82
2015-10-24 00:10:15.090944,89,134,-84
2015-10-24 00:10:29.212752,87,129,-70
2015-10-24 00:10:43.349560,87,133,-84
2015-10-24 00:10:57.486369,87,128,-77
2015-10-24 00:11:11.608177,85,136,-97
2015-10-24 00:11:25.744985,86,132,-87
2015-10-24 00:11:39.866793,86,135,-92
2015-10-24 00:11:54.003602,82,131,-99
2015-10-24 00:12:08.140410,85,132,-82
2015-10-24 00:12:22.263218,78,131,-113
2015-10-24 00:12:36.400027,83,129,-88
2015-10-24 00:12:50.521834,89,125,-54
2015-10-24 00:13:04.658643,84,132,-92
2015-10-24 00:13:18.796452,76,133,-125
2015-10-24 00:13:32.918259,81,131,-94
2015-10-24 00:13:47.055068,80,126,-100
2015-10-24 00:14:01.191876,82,132,-96
2015-10-24 00:14:15.313684,80,134,-110
2015-10-24 00:14:29.450493,83,134,-110
2015-10-24 00:14:43.573300,79,131,-92
2015-10-24 00:14:57.710109,80,128,-94
2015-10-24 00:15:11.846918,78,129,-118
2015-10-24 00:15:25.968725,78,125,-80
2015-10-24 00:15:40.105534,81,131,-92
2015-10-24 00:15:54.242343,85,134,-99
2015-10-24 00:16:08.364150,84,130,-90
2015-10-24 00:16:22.501959,76,134,-96
2015-10-24 00:16:36.638767,77,136,-134
2015-10-24 00:16:50.760575,84,130,-99
2015-10-24 00:17:04.897384,80,140,-123
2015-10-24 00:17:19.019191,76,135,-117
2015-10-24 00:17:33.157000,81,135,-108
2015-10-24 00:17:47.293809,81,137,-109
2015-10-24 00:18:01.415616,81,137,-107
2015-10-24 00:18:15.552425,81,133,-95
2015-10-24 00:18:29.674233,82,138,-100
2015-10-24 00:18:43.812041,70,141,-179
2015-10-24 00:18:57.948850,72,139,-155
2015-10-24 00:19:12.070658,78,131,-100
2015-10-24 00:19:26.207466,76,141,-112
2015-10-24 00:19:40.344275,82,131,-81
2015-10-24 00:19:54.466083,82,132,-84
2015-10-24 00:20:08.602891,81,135,-82
2015-10-24 00:20:22.739700,76,137,-111
2015-10-24 00:20:36.861507,75,132,-107
2015-10-24 00:20:50.998316,86,132,-65
2015-10-24 00:21:05.120124,78,134,-96
2015-10-24 00:21:19.256932,82,132,-82
2015-10-24 00:21:33.393741,77,132,-103
2015-10-24 00:21:47.516549,75,137,-96
2015-10-24 00:22:01.653357,75,136,-122
2015-10-24 00:22:15.790166,75,133,-108
2015-10-24 00:22:29.911974,81,138,-116
2015-10-24 00:22:44.048782,80,135,-78
2015-10-24 00:22:58.170590,80,137,-115
2015-10-24 00:23:12.307398,78,132,-120
2015-10-24 00:23:26.353223,77,130,-105
2015-10-24 00:23:40.475030,78,137,-104
2015-10-24 00:23:54.611839,79,133,-113
2015-10-24 00:24:08.748648,77,134,-115
2015-10-24 00:24:22.871455,77,140,-131
2015-10-24 00:24:37.008264,77,137,-126
2015-10-24 00:24:51.145073,75,139,-118
2015-10-24 00:25:05.265880,73,139,-143
2015-10-24 00:25:19.403689,77,133,-107
2015-10-24 00:25:33.525497,82,133,-97
2015-10-24 00:25:47.662305,76,132,-102
2015-10-24 00:26:01.799114,72,135,-117
2015-10-24 00:26:15.920921,76,134,-108
2015-10-24 00:26:30.057730,76,133,-110
2015-10-24 00:26:44.194539,69,135,-107
2015-10-24 00:26:58.316346,80,128,-77
2015-10-24 00:27:12.454155,81,129,-81
2015-10-24 00:27:26.575963,75,136,-114
2015-10-24 00:27:40.712771,71,135,-139
2015-10-24 00:27:54.849580,72,133,-112
2015-10-24 00:28:08.971388,73,137,-123
2015-10-24 00:28:23.108196,73,140,-127
2015-10-24 00:28:37.246005,76,136,-110
2015-10-24 00:28:51.367812,71,138,-113
2015-10-24 00:29:05.504621,72,134,-105
2015-10-24 00:29:19.627429,65,137,-136
2015-10-24 00:29:33.764237,73,134,-119
2015-10-24 00:29:47.901046,73,133,-116
2015-10-24 00:30:02.021854,71,136,-119
