Date UTC, Time UTC, Reading
2015-08-02,04:39:38.9,115
2015-08-02,04:41:33.9,119
2015-08-02,04:41:48.2,124
2015-08-02,04:42:16.9,115
2015-08-02,04:45:23.8,119
