Date UTC, Time UTC, Reading
2015-07-31,05:52:49.3,102
2015-07-31,05:53:03.6,102
2015-07-31,05:53:18.0,99
2015-07-31,05:53:32.4,104
2015-07-31,20:57:37.0,104
