1531313428,0.028234,343.949,17.3262
1531317046,0.027275,344.036,18.6396
1531320660,0.028654,336.054,17.87
1531324275,0.028114,326.604,19.3173
1531327891,0.027814,325.1,12.7716
1531331506,0.027635,317.804,12.9562
1531335122,0.028354,329.347,14.9667
1531338740,0.027635,353.155,5.942
1531342371,0.029433,358.416,5.40727
1531345996,0.028953,375.156,5.52364
1531349858,0.029073,0,0
1531353485,0.029433,0,0
1531357103,0.030932,368.491,8.77782
1531360728,0.033269,369.869,9.90873
1531364353,0.033989,365.419,12.7556
1531367975,0.034408,389.613,14.6955
1531371601,0.034768,394.148,14.0238
1531375224,0.043340,405.784,10.0555
1531378848,0.047356,404.564,9.03891
1531382465,0.046517,411.556,8.61704
1531386092,0.050174,414.365,8.65564
1531389710,0.053411,428.684,8.22911
1531393328,0.053830,423.767,7.90127
1531396947,0.056948,423.616,7.014
1531400574,0.059705,433.85,6.18054
1531404193,0.061443,428.665,5.098
1531407817,0.060964,421.364,4.38291
1531411442,0.062882,413.270,4.45804
1531415070,0.061384,425.229,4.49636
1531418697,0.064261,444.184,5.98436
1531422319,0.064740,439.147,6.17455
1531425939,0.065220,434.725,6.54473
1531429566,0.066479,427.198,7.15455
1531433183,0.067438,461.194,6.99796
1531436800,0.067018,466.435,8.30055
1531440432,0.063422,457.525,6.83
1531444057,0.067198,458.591,6.06667
1531447683,0.070915,469.466,6.07768
1531451308,0.071394,461.613,6.53481
1531454932,0.072533,476.416,6.73364
1531458558,0.073133,487.046,6.32889
1531462183,0.074032,492.720,5.34574
1531465809,0.075171,491.264,5.71643
1531469429,0.075890,485.275,5.67727
1531473053,0.075051,484.502,5.64673
1531476672,0.075830,475.831,6.32745
1531480305,0.072713,449.736,5.33909
1531483929,0.070016,445.015,5.09655
1531487555,0.069176,471.0,5.45364
1531491181,0.067738,451.709,4.88214
1531494807,0.066419,458.198,5.57036
1531498433,0.065819,461.291,5.79
1531502059,0.067618,483.74,6.43
1531505677,0.068457,480.825,6.07073
1531509309,0.067438,483.116,6.14
1531512935,0.068757,488.967,6.24727
1531516560,0.069416,487.562,6.03727
1531520179,0.069896,491.153,5.77745
