1526651360,0.195240,392.144
1526651065,0.195240,388.175
1526635188,0.147165,369.495
1526662079,0.207889,388.371
1526682069,0.249311,405.623
1526702749,0.259741,425.313
1526733945,0.222036,461.515
1526728328,0.243916,448.747
1526732244,0.235703,449.165
1526745267,0.208728,462.234
1526759253,0.167186,477.552
1526761671,0.167186,475.748
1526771248,0.148603,484.956
1526773399,0.151241,482.680
1526786365,0.112097,497.711
1526795039,0.096391,506.247
1526795603,0.096391,501.087
1526811338,0.067977,522.304
1526818114,0.067678,528.147
1526813171,0.067558,512.677
1526823105,0.068277,524.039
1526826078,0.083443,522.866
1526829744,0.083443,522.979
1526831205,0.083443,519.084
1526832209,0.083443,514.44
1526828774,0.083443,502.278
1526826300,0.083443,492.227
1526831381,0.083443,494.627
1526840482,0.083443,503.780
1526843349,0.083443,502.531
1526838087,0.083443,487.993
1526845738,0.083443,494.521
1526849574,0.083443,494.898
1526850348,0.083443,490.304
1526850676,0.083443,485.094
1526855631,0.083443,487.225
1526846383,0.083443,467.645
1526845368,0.083443,460.975
1526868439,0.083443,490.389
1526858322,0.083443,469.277
1526854017,0.083443,457.911
1526852716,0.083443,451.135
1526856846,0.083443,451.849
1526860629,0.083443,452.091
1526859559,0.083443,445.793
1526858975,0.083443,440.295
1526863728,0.083443,441.786
1526863130,0.083443,436.368
1526863879,0.083443,432.761
1526860048,0.083443,423.647
1526870388,0.083443,431.882
1526868774,0.083443,425.470
1526876629,0.083443,430.675
1526869883,0.083443,418.211
1526872007,0.083443,416.484
1526870186,0.083443,410.287
1526867348,0.083443,403.161
1526863827,0.083443,395.565
1526865192,0.083443,393.234
1526868093,0.083443,392.507
1526870457,0.083443,391.232
1526867356,0.083443,384.487
1526869153,0.083443,382.707
1526847312,0.083443,359.316
1526843567,0.083443,353.082
1526849857,0.083443,355.328
1526865696,0.083443,365.962
1526863357,0.083443,360.716
1526872848,0.083443,365.907
1526897277,0.072653,385.544
1526909524,0.065340,394.325
1526900162,0.072653,381.291
1526905038,0.064381,382.529
1526917169,0.066539,391.055
1526925996,0.062762,396.464
1526912510,0.065819,379.285
1526883848,0.083443,350.602
1526888366,0.083443,351.353
1526882101,0.083443,343.391
1526879892,0.083443,338.868
1526871092,0.083443,329.605
1526868824,0.083443,325.394
1526877479,0.083443,329.007
1526880254,0.083443,328.407
1526878763,0.083443,324.773
1526873761,0.083443,318.818
1526873692,0.083443,316.34
1526876315,0.083443,315.684
1526891039,0.083443,323.268
1526907845,0.064381,332.761
1526915795,0.066539,336.007
1526923159,0.063062,338.867
1526929287,0.062762,340.813
1526936018,0.061923,343.258
1526943508,0.067258,346.344
1526953546,0.074272,351.580
1526953556,0.074272,348.633
1526949605,0.071874,342.6
1526945966,0.068217,337.007
1526973313,0.079906,356.05
1526975472,0.079906,354.821
1526972514,0.076610,349.375
1526966320,0.080146,341.558
1526970685,0.076610,342.151
1526985820,0.086261,351.418
1526989067,0.091116,351.115
1526982768,0.086261,343.138
1526989359,0.091116,345.504
1526995199,0.092015,347.295
1527005563,0.092135,352.829
1526995984,0.092015,342.189
1527007946,0.092195,348.855
1527003665,0.092135,342.554
1527008843,0.092195,343.791
1527010176,0.092195,342.004
1527023383,0.085062,349.679
1527053490,0.084822,372.771
1527068272,0.074032,383.449
1527081239,0.079007,392.875
1527095565,0.090157,404.247
1527095367,0.090157,400.133
1527097394,0.090157,398.451
1527109131,0.110119,407.271
1527114624,0.121448,409.373
1527108514,0.099449,398.771
1527110977,0.110119,397.56
1527124239,0.138772,408.031
1527131081,0.156936,411.664
1527130453,0.156936,406.922
1527132550,0.156936,405.258
1527134626,0.158254,403.586
1527138081,0.162870,403.420
1527139910,0.162870,401.496
1527139860,0.162870,397.595
1527136807,0.158254,390.680
1527147854,0.174200,398.422
1527144176,0.170483,390.84
1527150932,0.175039,394.082
1527154443,0.183251,393.984
1527158363,0.191764,394.309
1527157175,0.191764,389.389
1527151954,0.183251,380.643
1527149155,0.175039,374.538
1527146514,0.174200,368.770
1527159600,0.195540,377.593
1527169858,0.213524,384.04
1527179733,0.211126,390.322
1527180654,0.211126,387.605
1527187008,0.211605,390.384
1527190772,0.213404,390.544
1527203391,0.215981,399.955
1527205758,0.215981,398.633
1527215603,0.215861,405.371
1527217976,0.221436,404.022
1527224099,0.211126,406.785
1527230460,0.214842,409.855
1527235486,0.214782,411.453
