1528872223,0.006354,0,2.70052
1528875830,0.007973,285.137,3.26537
1528879439,0.006954,286.0,3.63745
1528883057,0.006234,283.447,3.75745
1528886665,0.005935,295.754,5.56778
1528890273,0.006774,304.825,6.94825
1528893881,0.008692,303.633,7.49579
1528897491,0.008212,305.289,17.2336
1528901105,0.008392,306.307,14.0971
1528904715,0.009771,305.68,13.3262
1528908331,0.012469,302.911,13.4196
1528911941,0.013667,305.862,11.7754
1528915557,0.020082,307.062,10.8069
1528919165,0.024218,305.174,11.3633
1528922773,0.028594,302.002,11.3215
1528926385,0.031171,303.915,14.1422
1528929993,0.039923,301.809,16.7922
1528933601,0.041722,305.023,16.1827
1528937220,0.046997,306.325,10.5996
1528940828,0.053651,305.54,12.3967
1528944443,0.061503,310.48,13.0395
1528948058,0.068217,307.124,15.6049
1528951674,0.070675,306.548,15.4935
1528955282,0.075471,310.217,10.3583
1528958893,0.074631,318.391,4.22
1528962511,0.077269,322.989,3.17375
1528966123,0.087759,332.148,4.15214
1528969733,0.090037,338.232,4.01
1528973345,0.098370,340.667,6.11945
1528976962,0.102026,341.956,5.92296
1528980571,0.103405,337.478,5.91164
1528984182,0.117552,0,4.16370
1528987795,0.126124,335.123,7.84771
1528991406,0.134576,333.465,6.95036
1528995017,0.147284,332.827,7.02291
1528998629,0.145126,340.029,7.37364
1529002239,0.153878,345.836,8.32607
1529005851,0.163350,340.102,9.36309
1529007870,0.163709,338.582,9.47891
1529011483,0.170183,331.049,11.9789
1529015097,0.171023,324.841,13.7941
1529018711,0.177976,318.16,13.724
1529022322,0.173420,312.558,14.58
1529025933,0.179535,319.095,9.25255
1529029546,0.179954,317.791,10.0162
1529033157,0.193982,320.145,12.6314
1529036769,0.204532,320.849,12.4669
1529040381,0.193982,309.836,10.3716
1529043994,0.191704,308.607,9.86855
1529047608,0.194641,311.136,10.7988
1529051219,0.191284,318.209,9.64982
1529054832,0.189606,326.416,4.31709
1529058452,0.180794,325.736,3.51164
1529062065,0.176178,330.731,3.71309
1529065678,0.179715,324.738,3.46625
1529069291,0.174320,319.004,2.96091
1529072903,0.168145,330.124,4.94945
1529076516,0.171382,333.116,5.01473
1529080126,0.169104,326.002,4.60411
1529083739,0.161252,321.275,4.62732
1529087365,0.152560,323.411,5.10527
1529090978,0.146445,319.418,5.12345
1529094590,0.130260,313.793,5.49273
1529098202,0.123007,305.755,5.97429
1529101813,0.118331,304.465,6.66345
1529105145,0.104903,301.475,6.71304
1529108764,0.099808,298.004,8.30964
1529112374,0.095672,292.469,9.86727
1529115988,0.095792,291.802,9.67268
1529119729,0.094833,294.625,10.8511
1529123340,0.094473,296.479,10.6455
1529126961,0.095432,294.989,7.16873
1529130574,0.093274,294.547,9.82164
1529134188,0.093754,298.342,10.6605
1529137801,0.088419,298.764,8.11857
1529141420,0.093934,304.387,3.62091
1529145033,0.094113,303.838,2.74164
1529148646,0.090037,303.078,2.96764
1529152260,0.087699,371.043,2.05446
1529155884,0.085002,297.991,2.30113
1529159498,0.083923,305.029,3.14418
1529163112,0.082424,302.013,3.23709
1529166725,0.080386,303.731,3.86127
1529170346,0.079307,304.873,3.546
1529173961,0.080386,305.545,3.29545
1529177575,0.078768,303.695,2.82571
1529181189,0.082065,430.111,1.54109
1529184809,0.084043,472.593,2.79945
1529188423,0.087759,303.084,2.59436
1529192037,0.088718,298.58,2.70375
1529195651,0.089258,0,0
1529199270,0.089498,339.98,5.29745
1529202884,0.092015,317.105,7.55679
1529206498,0.088658,321.514,9.36018
1529210112,0.089078,317.84,9.648
1529213731,0.088419,315.816,11.2558
1529217345,0.092015,308.818,10.2080
1529220958,0.091536,302.724,10.3225
1529224570,0.093814,304.504,10.9289
1529228183,0.094593,304.373,12.0664
1529231795,0.092255,301.911,11.9833
1529235407,0.095432,300.511,13.2638
1529239021,0.093994,300.795,14.5318
1529242640,0.095372,297.975,15.4396
1529246253,0.094893,299.187,14.9027
1529249869,0.095073,295.812,15.0707
1529253482,0.095132,297.134,17.3764
1529257107,0.095432,296.275,20.4231
1529260722,0.096451,313.418,14.2984
1529264333,0.094773,322.536,19.6098
1529267947,0.094533,323.716,21.35
1529271565,0.091236,325.78,20.5355
1529275178,0.089018,347.054,22.2662
1529278791,0.087699,375.547,16.9436
1529282406,0.086980,399.698,15.8222
1529286025,0.087220,402.451,12.7578
1529289639,0.085601,384.718,11.6185
1529293252,0.083683,374.302,15.5247
1529296866,0.082424,409.865,10.2511
1529300486,0.083923,452.867,11.8489
1529304099,0.082065,477.94,12.9736
1529307713,0.079427,476.505,12.6696
1529311327,0.076250,465.818,21.566
1529314946,0.075710,471.011,21.2996
1529318559,0.076130,494.164,20.2102
1529322172,0.076610,503.973,20.2927
1529325784,0.073372,505.047,18.5256
1529329405,0.074272,511.218,17.784
1529333026,0.074212,531.616,18.8196
1529336640,0.075650,512.084,14.0251
1529340254,0.075590,505.887,13.7796
1529343875,0.076610,487.551,11.1035
1529347487,0.079307,488.896,12.4671
1529351100,0.076010,502.482,15.2673
1529354715,0.076789,517.931,15.7482
1529358335,0.076729,508.434,14.0595
1529361948,0.074571,511.759,13.995
1529365560,0.074511,506.398,12.6866
1529369174,0.073133,508.156,13.8364
1529372794,0.075531,499.667,12.0762
1529376407,0.074212,499.496,13.275
1529380021,0.076490,491.384,12.6514
1529383635,0.075171,489.165,12.5373
1529387255,0.078048,505.371,15.0865
1529390869,0.081645,491.116,12.3846
1529394483,0.081825,494.011,12.0955
1529398097,0.080386,483.027,10.8164
1529401718,0.079487,496.311,14.602
1529405331,0.083263,510.102,15.5280
1529408945,0.082784,500.655,12.5758
1529412561,0.083743,495.322,12.0345
1529416175,0.089438,488.504,11.2096
1529419785,0.093574,488.607,12.4562
1529423396,0.101307,492.656,13.7153
1529427008,0.106042,491.944,13.4411
1529430620,0.115154,503.378,14.6656
1529434232,0.115993,499.349,14.0762
1529437842,0.124625,498.959,13.4788
1529441455,0.123247,496.577,13.1907
1529445065,0.129181,489.009,11.9444
1529448676,0.135955,468.271,8.42018
1529452287,0.143868,459.552,8.61196
1529455907,0.146865,449.741,10.7171
1529459529,0.152799,443.377,11.4329
1529463143,0.160772,445.693,13.4047
1529466758,0.175938,460.680,15.8088
1529470379,0.180434,469.766,16.0884
1529474001,0.188047,462.795,12.8705
1529477623,0.182892,454.424,12.1085
1529481244,0.180074,445.554,11.2761
1529484866,0.194881,441.389,12.8456
1529488488,0.207649,446.170,14.345
1529492109,0.210946,461.291,15.5032
1529495729,0.206450,442.398,11.0924
1529499351,0.198238,445.635,12.0353
