Date/Time (UTC), Raw X, Raw Y, Raw Z, X Diffs, Y Diffs, Z Diffs
2016-02-15 07:16:32.891671,-1674.12,1376.30,4202.72,-54.18,102.06,-190.81
2016-02-15 07:16:48.190546,-1685.79,1411.50,4154.44,-11.7,35.2,-48.3
2016-02-15 07:17:03.489421,-1709.53,1456.34,4067.93,-23.7,44.8,-86.5
2016-02-15 07:17:46.216865,-1722.95,1486.13,3998.13,-13.42,29.79,-69.80
2016-02-15 07:18:01.514740,-1717.70,1490.15,4001.92,5.25,4.02,3.79
2016-02-15 07:18:16.813615,-1725.12,1497.56,3977.17,-7.42,7.41,-24.8
2016-02-15 07:18:32.111490,-1737.90,1522.36,3928.40,-12.8,24.8,-48.8
2016-02-15 07:18:47.408365,-1732.00,1499.18,3975.90,5.90,-23.2,47.5
2016-02-15 07:19:02.706240,-1732.49,1514.00,3951.90,-0.49,14.8,-24.0
2016-02-15 07:19:18.005115,-1746.10,1538.37,3906.35,-13.6,24.4,-45.6
2016-02-15 07:19:33.303990,-1746.47,1547.08,3896.21,-0.37,8.71,-10.1
2016-02-15 07:19:48.601865,-1744.73,1539.10,3898.81,1.74,-7.98,2.60
2016-02-15 07:20:03.899740,-1747.61,1549.73,3869.79,-2.88,10.6,-29.0
2016-02-15 07:20:19.198615,-1752.83,1561.54,3863.50,-5.22,11.8,-6.29
2016-02-15 07:20:34.496490,-1749.54,1556.71,3876.16,3.29,-4.83,12.7
2016-02-15 07:20:49.795365,-1749.80,1550.20,3884.87,-0.26,-6.51,8.71
2016-02-15 07:21:05.093240,-1761.30,1570.45,3838.78,-11.5,20.2,-46.1
2016-02-15 07:21:20.391115,-1752.00,1551.16,3874.14,9.30,-19.3,35.4
2016-02-15 07:34:51.192965,-1811.21,1680.97,3629.95,-59.21,129.81,0
2016-02-15 07:35:06.491840,-1805.33,1675.40,3634.89,5.88,-5.57,4.94
2016-02-15 07:35:21.791715,-1810.17,1690.40,3616.72,-4.84,15.0,-18.2
2016-02-15 07:35:37.089590,-1809.64,1676.13,3628.77,0.53,-14.3,12.0
2016-02-15 07:35:52.388466,-1807.90,1676.58,3637.69,1.74,0.45,8.92
