Date/Time (UTC), Raw X, Raw Y, Raw Z, X Diffs, Y Diffs, Z Diffs
2016-03-29 00:00:29.257639,-415.95,2659.34,4088.34,2.11,0.92,-6.51
2016-03-29 00:00:44.563515,-421.45,2659.08,4091.25,-5.50,-0.26,2.91
2016-03-29 00:00:59.870390,-416.07,2661.60,4088.61,5.38,2.52,-2.64
2016-03-29 00:01:15.161265,-418.34,2661.95,4082.31,-2.27,0.35,-6.30
2016-03-29 00:01:30.468140,-414.13,2658.62,4086.29,4.21,-3.33,3.98
2016-03-29 00:01:45.774016,-415.13,2659.54,4085.01,-1.00,0.92,-1.28
2016-03-29 00:02:01.064890,-419.49,2656.57,4086.64,-4.36,-2.97,1.63
2016-03-29 00:02:16.371766,-419.46,2653.02,4086.70,0.03,-3.55,0.06
2016-03-29 00:02:31.677641,-421.22,2658.11,4089.97,-1.76,5.09,3.27
2016-03-29 00:02:46.969516,-418.11,2657.04,4089.62,3.11,-1.07,-0.35
2016-03-29 00:03:02.276391,-424.03,2661.69,4085.62,-5.92,4.65,-4.00
2016-03-29 00:03:17.582267,-424.10,2657.90,4090.05,-0.07,-3.79,4.43
2016-03-29 00:03:32.873141,-421.54,2656.42,4088.00,2.56,-1.48,-2.05
2016-03-29 00:03:48.180017,-418.45,2656.96,4088.78,3.09,0.54,0.78
2016-03-29 00:04:03.486892,-420.74,2660.26,4092.46,-2.29,3.30,3.68
2016-03-29 00:04:18.777767,-418.37,2658.34,4085.08,2.37,-1.92,-7.38
2016-03-29 00:04:34.083642,-418.57,2658.06,4088.04,-0.20,-0.28,2.96
2016-03-29 00:04:49.390518,-417.14,2658.33,4088.36,1.43,0.27,0.32
2016-03-29 00:05:04.681392,-410.30,2659.94,4088.85,6.84,1.61,0.49
2016-03-29 00:05:19.988268,-418.32,2660.62,4087.65,-8.02,0.68,-1.20
2016-03-29 00:05:35.294143,-418.54,2654.97,4096.12,-0.22,-5.65,8.47
2016-03-29 00:05:50.585018,-415.10,2655.75,4091.97,3.44,0.78,-4.15
2016-03-29 00:06:05.891894,-414.94,2653.57,4089.52,0.16,-2.18,-2.45
2016-03-29 00:06:21.197769,-412.01,2653.64,4092.09,2.93,0.07,2.57
2016-03-29 00:06:36.489644,-417.28,2656.67,4093.79,-5.27,3.03,1.70
2016-03-29 00:06:51.795519,-415.76,2660.09,4095.24,1.52,3.42,1.45
2016-03-29 00:07:07.102395,-415.94,2661.68,4095.50,-0.18,1.59,0.26
2016-03-29 00:07:22.393269,-415.97,2657.70,4092.40,-0.03,-3.98,-3.10
2016-03-29 00:07:37.700145,-411.71,2657.92,4085.87,4.26,0.22,-6.53
2016-03-29 00:07:53.006020,-415.83,2654.05,4089.97,-4.12,-3.87,4.10
2016-03-29 00:08:08.296895,-416.25,2657.07,4094.88,-0.42,3.02,4.91
2016-03-29 00:08:23.603770,-416.51,2659.13,4079.38,-0.26,2.06,-15.50
2016-03-29 00:08:38.910646,-417.94,2661.79,4087.65,-1.43,2.66,8.27
2016-03-29 00:08:54.201520,-413.67,2656.93,4096.56,4.27,-4.86,8.91
2016-03-29 00:09:09.507396,-413.86,2657.83,4090.84,-0.19,0.90,-5.72
2016-03-29 00:09:24.814271,-416.01,2655.85,4093.91,-2.15,-1.98,3.07
2016-03-29 00:09:40.105146,-416.39,2656.17,4088.73,-0.38,0.32,-5.18
2016-03-29 00:09:55.412021,-416.95,2655.99,4081.78,-0.56,-0.18,-6.95
2016-03-29 00:10:10.717897,-417.61,2656.14,4085.46,-0.66,0.15,3.68
2016-03-29 00:10:26.009771,-418.03,2658.67,4089.20,-0.42,2.53,3.74
2016-03-29 00:10:41.315647,-412.94,2656.67,4088.61,5.09,-2.00,-0.59
2016-03-29 00:10:56.622522,-415.44,2658.17,4088.69,-2.50,1.50,0.08
